Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason,Days,Discount
3g6r1ax8,Corporate Events,Closed Lost,2018-08-14,2018-10-24,576.0,Not_Specified,operations,no product fit,71 days,True
eoaoee9k,Corporate Events,Closed Lost,2018-08-14,2018-01-05,240.0,DISCOUNT50POWER,operations,no response,-221 days,False
vsf8dhn3,Corporate Events,Closed Won,2018-08-14,2018-08-15,576.0,2SEMESTERS20SALE,operations,Not_Specified,1 days,False
s8lfd3uy,Corporate Events,Closed Won,2018-08-14,2018-08-14,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
mom2tr07,Corporate Events,Closed Lost,2018-08-14,2018-09-08,360.0,SAVE25LESS,operations,lost to competitor,25 days,False
mxcyhacz,Corporate Events,Closed Won,2018-06-04,2018-08-04,240.0,MONTH50REBATE,operations,Not_Specified,61 days,False
5x9zvcws,Corporate Events,Closed Lost,2018-06-04,2018-09-25,200.0,Not_Specified,operations,no response,113 days,True
jnhw4v6m,Corporate Events,Closed Won,2018-06-04,2018-06-04,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
lig44nkk,Corporate Events,Closed Lost,2018-06-04,2018-07-25,600.0,Not_Specified,financial control,lost to competitor,51 days,True
m0zx6adz,Sports Events,Closed Won,2018-06-04,2018-10-04,768.0,HALFYEAR20G,Not_Specified,Not_Specified,122 days,False
16l9bb20,Corporate Events,Closed Won,2018-06-04,2018-06-04,1344.0,YEARLY30PROMO,Not_Specified,Not_Specified,0 days,False
arb2blix,Corporate Events,Closed Won,2018-07-04,2018-07-04,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
t6fhvj25,Sports Events,Closed Lost,2018-07-04,2018-10-04,200.0,Not_Specified,operations,no product fit,92 days,True
0ql5ls9x,Corporate Events,Closed Won,2018-07-04,2018-07-04,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified,0 days,False
41g4acis,Corporate Events,Closed Lost,2018-07-04,2018-10-04,768.0,Not_Specified,operations,price,92 days,True
76j81l3f,Corporate Events,Closed Won,2018-07-04,2018-07-04,960.0,SEMESTER20DEALAGAIN,financial control,Not_Specified,0 days,False
3tvs667s,Corporate Events,Closed Lost,2018-09-12,2018-01-05,300.0,SAVEMONTH50SPECIAL,operations,not target,-250 days,False
tnctmj45,Corporate Events,Closed Won,2018-09-15,2018-09-17,240.0,MONTH50REBATE,operations,Not_Specified,2 days,False
cxfvkpbn,Corporate Events,Closed Won,2018-09-15,2018-09-25,1008.0,RENEWYEAR30,Not_Specified,Not_Specified,10 days,False
fmvmjsww,Corporate Events,Closed Won,2018-01-05,2018-01-05,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
6o879zhs,Corporate Events,Closed Lost,2018-01-05,2018-01-05,200.0,Not_Specified,operations,price,0 days,True
xeojh2cd,Corporate Events,Closed Lost,2018-01-05,2018-01-05,1680.0,YEARLY30DISCOUNT,time saving,no response,0 days,False
8hucuaqo,Sports Events,Closed Won,2018-01-05,2018-01-05,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
nolbhj1p,Sports Events,Closed Won,2018-01-05,2018-01-05,240.0,ECONOMY50GIFT,operations,Not_Specified,0 days,False
gye4ndmt,Corporate Events,Closed Lost,2018-01-05,2018-10-22,240.0,FAST50,operations,lost to competitor,290 days,False
hcn66kio,Sports Events,Closed Lost,2018-10-10,2018-10-13,200.0,Not_Specified,operations,price,3 days,True
2dzp761f,Educational Seminars,Closed Won,2018-10-10,2018-10-10,150.0,CUTBACK75SPECIAL,operations,Not_Specified,0 days,False
p1naxy9r,Corporate Events,Closed Won,2018-10-10,2018-10-13,360.0,SAVE25LESS,operations,Not_Specified,3 days,False
kh8w4fvy,Educational Seminars,Closed Lost,2018-10-10,2018-12-16,1680.0,FLAT30,quality of delivery,no product fit,67 days,False
0mquhzm4,Corporate Events,Closed Won,2018-10-22,2018-10-22,1344.0,YEARLY30PROMO,quality of delivery,Not_Specified,0 days,False
gnhul3n3,Corporate Events,Closed Won,2018-10-22,2018-10-22,960.0,ANNUAL60DEAL,operations,Not_Specified,0 days,False
k11war7k,Corporate Events,Closed Won,2018-10-22,2018-10-24,240.0,DISCOUNT50POWER,operations,Not_Specified,2 days,False
msbffqqb,Sports Events,Checkbox,2018-10-23,2018-11-24,120.0,MONTH75SAVINGS,operations,Not_Specified,32 days,False
zajosj9w,Corporate Events,Closed Lost,2018-10-23,2018-03-07,240.0,DISCOUNT50POWER,operations,not target,-230 days,False
n4i88r8f,Corporate Events,Closed Lost,2018-10-23,2018-10-23,200.0,Not_Specified,operations,no response,0 days,True
59r7bt0e,Corporate Events,Closed Won,2018-10-23,2018-02-06,240.0,MONTH50REBATE,operations,Not_Specified,-259 days,False
e9jiwh3g,Sports Events,Closed Won,2018-10-23,2018-10-24,768.0,HALFSEASON20G,Not_Specified,Not_Specified,1 days,False
zh8novw2,Corporate Events,Closed Won,2018-10-23,2018-10-23,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
8wqztuyc,Corporate Events,Closed Won,2018-10-23,2018-10-23,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
5psy6yvl,Corporate Events,Closed Won,2018-08-06,2018-08-06,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
wij1qkcx,Corporate Events,Closed Won,2018-08-06,2018-08-06,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
9bkkx7fd,Corporate Events,Closed Won,2018-08-06,2018-08-06,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified,0 days,False
b6noancq,Corporate Events,Closed Won,2018-08-06,2018-08-06,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
zifgdokl,Corporate Events,Closed Won,2018-08-06,2018-09-06,360.0,SAVE25LESS,financial control,Not_Specified,31 days,False
injpv6al,Sports Events,Closed Lost,2018-11-12,2018-12-26,1680.0,FLAT30,financial control,no response,44 days,False
kn8sv5r2,Educational Seminars,Closed Lost,2018-11-13,2019-02-23,768.0,HALFYEAR20G,quality of delivery,no response,102 days,False
wedgxecc,Educational Seminars,Closed Lost,2018-11-13,2019-02-17,960.0,YEARLY60,quality of delivery,not target,96 days,False
8sv2a1u2,Corporate Events,Closed Won,2018-11-25,2018-11-25,600.0,PROMOTIONCODE,operations,Not_Specified,0 days,False
j5nzl708,Not_Specified,Demo 1,2018-11-25,2018-11-25,Not_Specified,Not_Specified,Not_Specified,Not_Specified,0 days,True
ru00yqyq,Corporate Events,Closed Won,2018-11-25,2018-11-25,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
qlevagos,Corporate Events,Demo 1,2018-11-25,2018-11-25,Not_Specified,Not_Specified,operations,Not_Specified,0 days,True
suffspzz,Corporate Events,Closed Lost,2018-12-08,2018-12-09,300.0,Not_Specified,operations,not target,1 days,True
93r8rmro,Corporate Events,Closed Won,2018-12-08,2018-12-08,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
yulsgi2m,Educational Seminars,Closed Lost,2018-12-08,2018-12-08,360.0,SAVE25LESS,financial control,lost to competitor,0 days,False
l843gkkm,Corporate Events,Closed Lost,2018-12-08,2018-12-17,200.0,Not_Specified,operations,lost to competitor,9 days,True
86n5lumu,Educational Seminars,Closed Lost,2018-12-08,2018-12-16,960.0,YEARLY60,financial control,no response,8 days,False
8ern3y0w,Educational Seminars,Closed Won,2018-12-19,2018-12-19,150.0,MONTH75SAVINGS,operations,Not_Specified,0 days,False
rgnu6n4b,Corporate Events,Closed Lost,2018-12-19,2018-12-19,200.0,Not_Specified,financial control,no budget,0 days,True
dshbqe8m,Sports Events,Closed Lost,2018-12-19,2018-12-22,200.0,Not_Specified,operations,lost to competitor,3 days,True
kws9s0cf,Sports Events,Closed Won,2019-06-26,2019-09-26,768.0,HALFYEAR20G,financial control,Not_Specified,92 days,False
2ub4yt3t,Corporate Events,Closed Lost,2019-06-26,2019-01-16,200.0,Not_Specified,operations,lost to competitor,-161 days,True
tjbwmk2k,Sports Events,Closed Won,2019-06-26,2019-09-26,1344.0,ANNUAL30BONUS,time saving,Not_Specified,92 days,False
5s6ondph,Corporate Events,Closed Won,2019-06-26,2019-06-26,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
ll4oov16,Corporate Events,Negotiation,2019-06-26,2018-12-28,360.0,Not_Specified,operations,Not_Specified,-180 days,True
qtucykdb,Educational Seminars,Closed Lost,2019-06-26,2019-10-27,960.0,BIANNUAL20,financial control,no response,123 days,False
zd0d8rdv,Educational Seminars,Closed Won,2019-01-20,2019-01-28,240.0,ECONOMY50GIFT,financial control,Not_Specified,8 days,False
81gj8saf,Corporate Events,Closed Won,2019-01-20,2019-01-20,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
h3g9hftb,Corporate Events,Closed Won,2019-01-20,2019-01-20,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
bpf5wvex,Educational Seminars,Closed Lost,2019-01-20,2019-01-20,200.0,Not_Specified,operations,lost to competitor,0 days,True
l4xmcfuk,Corporate Events,Closed Won,2019-01-20,2019-01-20,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
54s0uh9w,Sports Events,Closed Lost,2019-01-20,2019-01-21,200.0,Not_Specified,operations,lost to competitor,1 days,True
lawg89uz,Corporate Events,Closed Won,2018-07-05,2018-10-15,1008.0,RENEW30YEARLY,quality of delivery,Not_Specified,102 days,False
4h1arv6z,Corporate Events,Closed Lost,2019-02-25,2019-02-23,1344.0,YEARLY30PROMO,operations,no response,-2 days,False
z4x72qiz,Sports Events,Closed Won,2019-02-25,2019-02-25,360.0,DISCOUNT25QUICK,operations,Not_Specified,0 days,False
kc03kxj2,Corporate Events,Closed Lost,2019-02-25,2019-02-25,200.0,Not_Specified,operations,no product fit,0 days,True
nzy865mo,Corporate Events,Closed Lost,2019-02-25,2019-03-28,360.0,SAVE25LESS,operations,lost to competitor,31 days,False
k4bwm2mn,Sports Events,Closed Lost,2019-03-28,2019-09-27,768.0,HALFYEAR20G,operations,lost to competitor,183 days,False
4d7iwxcs,Sports Events,Closed Lost,2019-03-28,2019-06-22,768.0,Not_Specified,operations,no response,86 days,True
9lyy7xmv,Corporate Events,Closed Won,2019-03-28,2019-03-28,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
kdahq1ul,Corporate Events,Closed Won,2019-02-11,2019-02-11,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
88dt7po7,Corporate Events,Closed Lost,2019-02-12,2019-02-23,240.0,DISCOUNT50POWER,operations,price,11 days,False
gjkm3d7d,Corporate Events,Closed Won,2019-02-12,2019-02-12,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
gs1trc7a,Educational Seminars,Closed Lost,2019-01-09,2019-01-16,200.0,Not_Specified,operations,lost to competitor,7 days,True
uy3lv78o,Educational Seminars,Closed Lost,2019-01-09,2019-01-26,240.0,Not_Specified,financial control,no response,17 days,True
8l6zglzw,Corporate Events,Closed Won,2019-01-09,2019-01-09,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
4odk2p0v,Corporate Events,Closed Lost,2019-01-09,2019-01-09,768.0,2SEMESTERS20OFF,operations,no response,0 days,False
jrnavbzh,Corporate Events,Closed Won,2019-01-09,2019-01-09,150.0,QUARTERLY75OFF,operations,Not_Specified,0 days,False
ay8icjgv,Sports Events,Closed Won,2019-01-09,2019-01-09,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
jbkzphx9,Sports Events,Closed Won,2019-01-09,2019-01-09,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
7vrpc38u,Corporate Events,Closed Won,2019-01-09,2019-01-09,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
jz469xtm,Sports Events,Closed Lost,2019-01-09,2019-01-16,240.0,FREEOPTION,operations,no response,7 days,False
j9kee0q7,Educational Seminars,Closed Lost,2018-08-14,2018-08-15,240.0,DISCOUNT50POWER,operations,lost to competitor,1 days,False
bya1yqkh,Corporate Events,Closed Lost,2018-08-15,2018-04-05,324.0,Not_Specified,operations,no response,-132 days,True
2bcs6upx,Corporate Events,Demo 2,2018-08-15,2018-08-15,324.0,Not_Specified,operations,Not_Specified,0 days,True
mj5cjfos,Corporate Events,Demo 1,2018-08-15,2018-08-15,240.0,Not_Specified,operations,Not_Specified,0 days,True
0k538va6,Corporate Events,Closed Won,2018-08-15,2018-02-04,1344.0,YEARLY30PROMO,operations,Not_Specified,-192 days,False
78hipxre,Corporate Events,Checkbox,2018-07-04,2018-07-04,360.0,Not_Specified,Not_Specified,Not_Specified,0 days,True
jsfo1pto,Corporate Events,Closed Lost,2018-07-04,2018-09-04,200.0,Not_Specified,operations,price,62 days,True
hizsvqz4,Corporate Events,Closed Won,2018-07-04,2018-07-04,516.0,MIDYEAR50SAVE,operations,Not_Specified,0 days,False
yjviyp5n,Corporate Events,Demo 1,2018-07-04,2018-07-04,Not_Specified,Not_Specified,operations,Not_Specified,0 days,True
cqx02fd7,Corporate Events,Closed Won,2018-07-04,2018-07-04,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
wl8ikxy0,Corporate Events,Closed Won,2018-07-04,2018-08-04,576.0,2SEMESTERS20SALE,financial control,Not_Specified,31 days,False
so4er8vt,Corporate Events,Closed Won,2018-07-04,2018-07-04,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
8h5l5nwm,Corporate Events,Closed Lost,2018-07-04,2018-07-04,0.0,Not_Specified,operations,price,0 days,True
zou00g8p,Corporate Events,Closed Won,2018-09-15,2018-09-15,360.0,MONTHSAVE25DEAL,quality of delivery,Not_Specified,0 days,False
x8b6p8pp,Corporate Events,Checkbox,2018-09-15,2018-09-16,240.0,DISCOUNT50POWER,operations,Not_Specified,1 days,False
719ggdf3,Corporate Events,Closed Won,2018-09-15,2018-09-22,450.0,FIFTYSAVINGS,financial control,Not_Specified,7 days,False
iryirl5g,Educational Seminars,Closed Won,2018-09-15,2018-09-15,240.0,ECONOMY50GIFT,operations,Not_Specified,0 days,False
94u9bjhl,Corporate Events,Closed Won,2018-09-15,2018-09-24,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified,9 days,False
u1bu0hmb,Corporate Events,Closed Won,2018-09-15,2018-09-15,324.0,10OFFREDUCED,operations,Not_Specified,0 days,False
l2k1hc4k,Corporate Events,Closed Lost,2018-09-15,2018-09-15,360.0,Not_Specified,Not_Specified,no response,0 days,True
chlc330d,Corporate Events,Closed Won,2018-09-15,2018-09-16,1344.0,YEARLY30PROMO,quality of delivery,Not_Specified,1 days,False
tv29l44m,Not_Specified,Closed Lost,2018-09-15,2018-09-19,200.0,Not_Specified,quality of delivery,no response,4 days,True
u5ns3pcw,Corporate Events,Closed Won,2018-09-16,2018-09-25,240.0,MONTH50REBATE,Not_Specified,Not_Specified,9 days,False
p17v3i9o,Corporate Events,Closed Won,2018-04-05,2018-04-05,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
6352qn5n,Corporate Events,Closed Won,2018-04-05,2018-04-05,240.0,DISCOUNT50POWER,quality of delivery,Not_Specified,0 days,False
i31whaz1,Educational Seminars,Closed Won,2018-04-05,2018-04-05,1344.0,ANNUAL30BONUS,financial control,Not_Specified,0 days,False
gcrlxojc,Corporate Events,Closed Won,2018-04-05,2018-04-05,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
ny5sjjtx,Corporate Events,Closed Won,2018-04-05,2018-04-05,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
pk951tq1,Corporate Events,Closed Won,2018-10-10,2018-10-10,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
u1z0ghb4,Corporate Events,Checkbox,2018-10-10,2018-11-25,150.0,QUARTERLY75OFF,operations,Not_Specified,46 days,False
xrwit60s,Educational Seminars,Closed Lost,2018-10-10,2018-10-10,200.0,Not_Specified,financial control,no product fit,0 days,True
rjelqdxo,Corporate Events,Closed Won,2018-10-23,2018-10-24,960.0,ANNUAL60DEAL,operations,Not_Specified,1 days,False
krtk7ze1,Corporate Events,Closed Won,2018-10-23,2018-10-23,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
5b3xay4j,Corporate Events,Closed Won,2018-10-23,2018-10-24,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified,1 days,False
ft6mcw07,Corporate Events,Closed Won,2018-08-06,2018-08-06,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
fvhh5mal,Sports Events,Closed Lost,2018-08-06,2018-11-11,14876.0,CUTBACK75SPECIAL,operations,lost to competitor,97 days,False
8l4zqd4m,Corporate Events,Closed Won,2018-08-06,2018-08-06,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
o3pwbkyj,Not_Specified,Demo 1,2018-08-06,2018-08-06,Not_Specified,Not_Specified,Not_Specified,Not_Specified,0 days,True
nlqrzmfa,Corporate Events,Closed Won,2018-08-06,2018-08-06,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
4zc6ue5l,Educational Seminars,Closed Lost,2018-08-06,2018-12-25,240.0,ECONOMY50GIFT,operations,no response,141 days,False
nkle9pjq,Corporate Events,Closed Won,2018-08-06,2018-08-06,1344.0,YEARLY30PROMO,Not_Specified,Not_Specified,0 days,False
cn9ayprr,Educational Seminars,Closed Lost,2018-09-06,2018-11-18,768.0,2SEMESTERS20OFF,operations,price,73 days,False
rrdlxtip,Educational Seminars,Closed Won,2018-11-13,2018-11-13,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
zlv82ic9,Educational Seminars,Closed Lost,2018-11-13,2019-01-20,768.0,HALFYEAR20G,financial control,not target,68 days,False
h7q4gere,Corporate Events,Closed Lost,2018-11-13,2018-11-14,768.0,2SEMESTERS20OFF,Not_Specified,lost to competitor,1 days,False
qa7zle60,Sports Events,Closed Won,2018-11-13,2018-11-13,240.0,ECONOMY50GIFT,operations,Not_Specified,0 days,False
e2dyho8b,Sports Events,Closed Won,2018-11-25,2018-11-25,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
k0b42yik,Educational Seminars,Closed Won,2018-11-25,2018-11-25,120.0,GRAND75SAVING,quality of delivery,Not_Specified,0 days,False
rfft4937,Corporate Events,Closed Lost,2018-11-25,2018-11-25,200.0,Not_Specified,operations,not target,0 days,True
jtok6v9h,Educational Seminars,Closed Won,2018-01-07,2018-01-07,576.0,HALFSEASON20G,quality of delivery,Not_Specified,0 days,False
080m7228,Corporate Events,Closed Won,2018-01-07,2018-12-11,1344.0,YEARLY30PROMO,operations,Not_Specified,338 days,False
fanjrklp,Corporate Events,Closed Won,2018-01-07,2018-01-07,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
2w32n15c,Educational Seminars,Closed Lost,2018-12-09,2018-12-12,360.0,DISCOUNT25QUICK,operations,price,3 days,False
6yzhkx1b,Corporate Events,Closed Won,2018-12-09,2018-12-09,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified,0 days,False
jyzf0ozw,Corporate Events,Closed Lost,2018-12-09,2018-12-17,200.0,Not_Specified,operations,lost to competitor,8 days,True
k60rabzo,Corporate Events,Closed Won,2018-12-09,2018-12-09,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
4b40ujbp,Corporate Events,Closed Lost,2018-12-09,2018-12-10,360.0,MONTH50REBATE,operations,lost to competitor,1 days,False
di5tt2mg,Sports Events,Closed Won,2018-12-09,2018-12-09,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
un23g2e2,Corporate Events,Closed Lost,2018-12-09,2018-12-10,150.0,ECONOMY75DISCOUNT,financial control,not target,1 days,False
d2y1njq3,Sports Events,Closed Lost,2018-12-09,2018-12-10,768.0,HALFYEAR20G,financial control,price,1 days,False
ikfzgxqm,Corporate Events,Closed Lost,2018-12-09,2018-12-10,22.0,Not_Specified,Not_Specified,no budget,1 days,True
i6ltcdf9,Corporate Events,Closed Lost,2018-12-22,2018-12-22,32396.0,10OFFREDUCED,operations,no product fit,0 days,False
mx4p0fdy,Educational Seminars,Closed Lost,2018-12-22,2018-12-25,200.0,Not_Specified,operations,no response,3 days,True
qchqa8hq,Corporate Events,Closed Won,2018-12-22,2018-12-22,960.0,ANNUAL60DEAL,operations,Not_Specified,0 days,False
rtrn0gue,Educational Seminars,Closed Won,2018-12-22,2018-12-22,150.0,MONTH75SPECIAL,operations,Not_Specified,0 days,False
dxe6w7bl,Corporate Events,Closed Lost,2018-12-22,2019-01-26,300.0,SAVEMONTH50SPECIAL,financial control,no response,35 days,False
jnfm0gkw,Sports Events,Closed Won,2018-12-22,2018-12-23,768.0,HALFYEAR20G,operations,Not_Specified,1 days,False
dhd34sdc,Corporate Events,Closed Lost,2018-12-22,2019-01-26,300.0,Not_Specified,operations,no response,35 days,True
bkmc2smz,Corporate Events,Closed Won,2019-09-26,2019-10-27,360.0,MONTHSAVE25DEAL,financial control,Not_Specified,31 days,False
i02zp3cg,Educational Seminars,Closed Won,2019-09-26,2019-11-26,360.0,25GIFT,financial control,Not_Specified,61 days,False
ahkaum6t,Sports Events,Closed Won,2019-09-26,2019-09-26,150.0,CUTBACK75SPECIAL,financial control,Not_Specified,0 days,False
eoomtaj3,Corporate Events,Closed Lost,2019-09-26,2019-01-16,200.0,Not_Specified,quality of delivery,lost to competitor,-253 days,True
qzsqvk8f,Corporate Events,Closed Won,2019-09-26,2019-09-26,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
7qo83fmf,Corporate Events,Closed Won,2019-01-20,2019-01-20,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
8i2t3kwo,Corporate Events,Closed Won,2019-01-20,2019-01-20,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
sgcotdui,Corporate Events,Closed Won,2019-01-20,2019-01-26,960.0,ANNUAL60DEAL,operations,Not_Specified,6 days,False
omsfahng,Not_Specified,Closed Won,2019-01-20,2019-01-26,240.0,ECONOMY50GIFT,Not_Specified,Not_Specified,6 days,False
nqsf8tqj,Corporate Events,Closed Won,2019-01-21,2019-10-28,360.0,MONTHSAVE25DEAL,operations,Not_Specified,280 days,False
gxdgsiqe,Sports Events,Closed Lost,2019-03-28,2019-02-10,1344.0,ANNUAL30BONUS,operations,no response,-46 days,False
mz24mm9s,Corporate Events,Closed Won,2019-03-28,2019-03-28,450.0,TRIALFREE,operations,Not_Specified,0 days,False
hkq8n98n,Corporate Events,Closed Won,2019-03-28,2019-03-28,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
r5l1zfd0,Educational Seminars,Closed Won,2019-03-28,2019-06-27,768.0,HALFYEAR20G,operations,Not_Specified,91 days,False
ap9srh6s,Corporate Events,Closed Lost,2019-03-28,2019-03-28,300.0,Not_Specified,quality of delivery,lost to competitor,0 days,True
p0maz0jn,Sports Events,Closed Lost,2019-02-12,2019-02-12,240.0,Not_Specified,operations,price,0 days,True
3gv1ymzx,Corporate Events,Closed Lost,2019-02-12,2019-02-23,1344.0,Not_Specified,financial control,no response,11 days,True
8l1gj8mn,Corporate Events,Closed Won,2019-02-12,2019-02-12,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
aqahwesk,Corporate Events,Closed Won,2019-01-09,2019-01-09,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
qt5nxn6q,Corporate Events,Checkbox,2018-08-15,2018-08-25,240.0,DISCOUNT50POWER,quality of delivery,Not_Specified,10 days,False
7r9ct6mi,Corporate Events,Closed Lost,2018-08-18,2018-08-18,324.0,Not_Specified,operations,no response,0 days,True
57bymyzu,Sports Events,Closed Won,2018-08-18,2018-08-18,450.0,SAVEQUARTER25,operations,Not_Specified,0 days,False
fr8eebh7,Corporate Events,Closed Lost,2018-08-18,2018-09-16,324.0,Not_Specified,operations,no response,29 days,True
s6cprkl7,Corporate Events,Closed Lost,2018-08-18,2018-09-15,576.0,Not_Specified,operations,no response,28 days,True
nlldtx4s,Corporate Events,Closed Lost,2018-08-04,2018-09-15,768.0,Not_Specified,operations,no response,42 days,True
li3ttmv4,Educational Seminars,Closed Won,2018-08-04,2018-10-04,768.0,HALFYEAR20G,operations,Not_Specified,61 days,False
waqddbpq,Corporate Events,Closed Won,2018-08-04,2018-08-04,240.0,MONTH50REBATE,Not_Specified,Not_Specified,0 days,False
7bs9oqxm,Corporate Events,Closed Won,2018-09-16,2018-09-16,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified,0 days,False
iqjcxwbh,Corporate Events,Closed Lost,2018-09-16,2018-09-19,200.0,Not_Specified,quality of delivery,lost to competitor,3 days,True
mn8fb6v0,Educational Seminars,Closed Lost,2018-09-16,2018-09-19,200.0,Not_Specified,operations,price,3 days,True
rvv44a6a,Educational Seminars,Closed Lost,2018-09-16,2018-09-16,200.0,Not_Specified,financial control,not target,0 days,True
ptt4xl65,Sports Events,Closed Lost,2018-09-17,2018-09-25,240.0,Not_Specified,operations,no response,8 days,True
7lsaln2b,Corporate Events,Closed Lost,2018-09-17,2018-09-22,32396.0,10OFFREDUCED,operations,not target,5 days,False
vzyoerwv,Corporate Events,Closed Won,2018-09-17,2018-09-17,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified,0 days,False
f8ve22a1,Educational Seminars,Closed Won,2018-04-05,2018-06-05,240.0,ECONOMY50GIFT,operations,Not_Specified,61 days,False
d6f12gj0,Sports Events,Closed Lost,2018-04-05,2018-10-24,200.0,SLASH10,operations,price,202 days,False
7e6j0jn6,Educational Seminars,Closed Lost,2018-04-05,2018-10-25,300.0,Not_Specified,quality of delivery,price,203 days,True
e5ui6qde,Educational Seminars,Closed Won,2018-04-05,2018-04-05,240.0,SAVEMONTH50G,financial control,Not_Specified,0 days,False
i6fh3i2p,Corporate Events,Closed Lost,2018-04-05,2018-04-05,240.0,DISCOUNT50POWER,operations,price,0 days,False
s2x1o78f,Corporate Events,Closed Won,2018-04-05,2018-04-05,360.0,SAVE25LESS,quality of delivery,Not_Specified,0 days,False
dn9m43b0,Educational Seminars,Closed Lost,2018-04-05,2018-10-22,940.0,MONTH50SHINE,quality of delivery,lost to competitor,200 days,False
pfoizn2a,Corporate Events,Closed Won,2018-04-05,2018-04-05,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
s0vo6nxa,Corporate Events,Closed Won,2018-10-10,2018-10-10,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
hlm2s1t3,Sports Events,Closed Lost,2018-10-13,2018-04-06,1344.0,ANNUAL30BONUS,financial control,lost to competitor,-190 days,False
5gq8zs5z,Educational Seminars,Closed Won,2018-10-13,2018-10-14,768.0,HALFYEAR20G,operations,Not_Specified,1 days,False
1iujgyhq,Educational Seminars,Closed Lost,2018-10-13,2018-10-16,200.0,Not_Specified,quality of delivery,price,3 days,True
j6dvi0b6,Corporate Events,Closed Won,2018-10-13,2018-10-13,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
54e3q9d1,Corporate Events,Closed Won,2018-10-23,2018-10-23,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
jeuupnk6,Corporate Events,Closed Won,2018-10-23,2018-10-23,1344.0,YEARLY30PROMO,quality of delivery,Not_Specified,0 days,False
uo0qdexn,Corporate Events,Closed Won,2018-10-23,2018-10-23,150.0,MONTH75SPECIAL,quality of delivery,Not_Specified,0 days,False
y3sakzpn,Corporate Events,Closed Lost,2018-08-12,2018-09-25,324.0,Not_Specified,operations,no response,44 days,True
bdgfn6ce,Corporate Events,Closed Won,2018-08-12,2018-08-12,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
qhw1e7ue,Corporate Events,Closed Won,2018-08-12,2018-08-13,600.0,Not_Specified,operations,Not_Specified,1 days,True
