Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason
na8ex9mr,Sports Events,Closed Won,2019-10-21,2019-10-21,1344.0,ANNUAL30BONUS,operations,Not_Specified
8jao2qzf,Educational Seminars,Closed Lost,2019-03-06,2019-11-13,45744.0,FULLYEAR75G,quality of delivery,price
0gv96doq,Sports Events,Closed Won,2019-10-22,2019-10-26,360.0,25GIFT,operations,Not_Specified
17b12ezk,Corporate Events,Closed Won,2019-03-06,2019-03-06,360.0,SAVE25LESS,operations,Not_Specified
c6accv26,Corporate Events,Closed Won,2019-10-21,2019-10-21,576.0,2SEMESTERS20SALE,operations,Not_Specified
fg670dyk,Corporate Events,Closed Won,2019-04-06,2019-08-06,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified
pc9dguue,Corporate Events,Closed Lost,2019-10-26,2019-10-26,150.0,Not_Specified,operations,price
xnqzpsi1,Educational Seminars,Closed Won,2019-03-06,2019-10-06,450.0,SAVEQUARTER25,quality of delivery,Not_Specified
r34mab85,Corporate Events,Closed Won,2019-02-06,2019-02-06,120.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified
q9qe58za,Sports Events,Closed Lost,2019-04-06,2019-07-06,240.0,ECONOMY50GIFT,operations,no product fit
avfl1jx8,Corporate Events,Closed Won,2019-10-21,2019-10-21,576.0,2SEMESTERS20SALE,financial control,Not_Specified
t8yui6ck,Corporate Events,Closed Won,2019-10-22,2019-10-22,120.0,3QUARTERS75CUT,operations,Not_Specified
ttde1a5w,Corporate Events,Closed Won,2019-10-26,2019-02-06,360.0,SAVE25LESS,operations,Not_Specified
seyovvlc,Educational Seminars,Closed Won,2019-02-06,2019-02-06,960.0,YEARLY60,quality of delivery,Not_Specified
yhbqwqla,Corporate Events,Closed Won,2019-02-06,2019-02-06,576.0,2SEMESTERS20SALE,quality of delivery,Not_Specified
e1b5yul9,Educational Seminars,Closed Won,2019-10-21,2019-10-21,240.0,SAVEMONTH50G,quality of delivery,Not_Specified
q3quug4o,Corporate Events,Closed Won,2019-04-06,2019-04-06,360.0,SAVE25LESS,Not_Specified,Not_Specified
e4811ys4,Corporate Events,Closed Lost,2019-10-24,2019-10-26,360.0,SAVE25LESS,operations,not target
0diwecqv,Sports Events,Closed Won,2019-10-26,2019-11-06,240.0,SAVEMONTH50G,operations,Not_Specified
y972jtvg,Sports Events,Negotiation,2019-10-21,2019-10-22,360.0,25GIFT,operations,Not_Specified
skygpwlr,Corporate Events,Closed Won,2019-02-06,2019-02-06,240.0,MONTH50REBATE,financial control,Not_Specified
dql05745,Corporate Events,Checkbox,2019-10-21,2019-10-21,324.0,10OFFREDUCED,operations,Not_Specified
ztua81xv,Corporate Events,Closed Won,2019-04-06,2019-04-06,1344.0,YEARLY30PROMO,operations,Not_Specified
qnprygng,Educational Seminars,Closed Won,2019-10-21,2019-10-21,960.0,YEARLY60,financial control,Not_Specified
2ixmbjea,Corporate Events,Closed Won,2019-10-22,2019-10-22,150.0,QUARTERLY75OFF,financial control,Not_Specified
o1h1i7jb,Educational Seminars,Demo 1,2019-10-23,2019-10-26,Not_Specified,Not_Specified,operations,Not_Specified
of729308,Corporate Events,Closed Won,2019-10-26,2019-11-09,576.0,2SEMESTERS20SALE,Not_Specified,Not_Specified
2aviz5va,Corporate Events,Closed Won,2019-10-26,2019-10-26,240.0,SAVEMONTH50G,operations,Not_Specified
b9653j7q,Corporate Events,Closed Won,2019-10-22,2019-10-26,150.0,QUARTERLY75OFF,operations,Not_Specified
f161m0hi,Corporate Events,Closed Lost,2018-12-16,2018-12-19,200.0,Not_Specified,operations,lost to competitor
ym1mxr90,Corporate Events,Closed Won,2018-12-16,2018-12-18,360.0,MONTHSAVE25DEAL,financial control,Not_Specified
3avifbzn,Corporate Events,Closed Lost,2018-12-16,2018-12-17,720.0,MONTHSAVE25DEAL,operations,price
xx0egmln,Corporate Events,Closed Lost,2018-12-16,2018-12-18,960.0,ANNUAL60DEAL,operations,no response
xv4l8rhm,Corporate Events,Closed Won,2018-12-16,2018-12-19,720.0,4SEMESTERS40DEAL,Not_Specified,Not_Specified
3n2c379i,Corporate Events,Closed Won,2018-12-16,2018-12-17,240.0,MONTH50REBATE,Not_Specified,Not_Specified
gdpt0arj,Corporate Events,Closed Won,2018-12-16,2018-12-22,300.0,MONTH50CUTBACK,operations,Not_Specified
185ji3ne,Corporate Events,Closed Won,2018-12-17,2018-12-17,360.0,SAVE25LESS,operations,Not_Specified
p59gzsgn,Not_Specified,Closed Won,2019-03-27,2019-03-27,768.0,HALFYEAR20G,Not_Specified,Not_Specified
ng1qsgwj,Sports Events,Closed Lost,2019-03-27,2019-03-27,180.0,Not_Specified,operations,price
uymluh61,Educational Seminars,Closed Lost,2019-03-27,2018-12-15,360.0,ECONOMY50SPECIAL,quality of delivery,no response
plqn0gp9,Corporate Events,Closed Won,2019-03-27,2019-03-27,1344.0,YEARLY30PROMO,operations,Not_Specified
veead8vb,Educational Seminars,Closed Won,2019-01-09,2019-01-12,360.0,25GIFT,quality of delivery,Not_Specified
o26r2dsw,Sports Events,Closed Lost,2019-01-09,2019-01-22,1344.0,Not_Specified,operations,no response
ejvnj8b5,Sports Events,Closed Won,2019-01-09,2019-01-09,240.0,SAVEMONTH50G,operations,Not_Specified
1zgtp62l,Sports Events,Closed Lost,2019-01-09,2019-02-09,576.0,HALFSEASON20G,operations,lost to competitor
9dmf0al9,Corporate Events,Closed Lost,2019-01-09,2019-01-09,200.0,Not_Specified,operations,lost to competitor
0sehtwhi,Corporate Events,Closed Won,2019-01-09,2019-01-15,240.0,MONTH50REBATE,operations,Not_Specified
j075ja35,Corporate Events,Closed Lost,2019-01-09,2019-01-09,150.0,QUARTERLY75OFF,operations,lost to competitor
ocf0qmyl,Corporate Events,Closed Won,2018-12-28,2019-02-25,240.0,MONTH50REBATE,operations,Not_Specified
bvho4h5k,Educational Seminars,Closed Lost,2018-12-28,2019-02-13,240.0,Not_Specified,financial control,no response
158o07ev,Educational Seminars,Closed Won,2018-12-28,2018-12-28,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified
mhbynj3x,Sports Events,Closed Lost,2018-12-28,2019-01-28,768.0,HALFYEAR20G,operations,no budget
0s7etuba,Corporate Events,Closed Won,2018-12-28,2019-06-27,450.0,TRIALFREE,operations,Not_Specified
tiw7q50m,Corporate Events,Closed Won,2018-12-28,2018-12-28,240.0,DISCOUNT50POWER,operations,Not_Specified
skdyyn7g,Sports Events,Closed Won,2019-10-28,2019-10-28,576.0,HALFSEASON20G,operations,Not_Specified
0799hn7a,Corporate Events,Closed Won,2019-10-28,2019-10-28,240.0,DISCOUNT50POWER,operations,Not_Specified
cc042pe4,Corporate Events,Closed Won,2019-10-28,2019-02-09,360.0,SAVE25LESS,operations,Not_Specified
q0s87ib4,Corporate Events,Closed Won,2019-02-09,2019-02-10,240.0,MONTH50REBATE,Not_Specified,Not_Specified
zen6sev7,Corporate Events,Checkbox,2019-02-09,2019-02-09,768.0,2SEMESTERS20OFF,operations,Not_Specified
uetcn7t0,Educational Seminars,Demo 2,2019-02-20,2019-02-20,200.0,Not_Specified,operations,Not_Specified
bnn7sdk2,Sports Events,Closed Won,2019-02-20,2019-02-20,300.0,SAVEMORE50,operations,Not_Specified
5pyzdvs1,Educational Seminars,Closed Won,2019-02-20,2019-02-23,960.0,YEARLY60,quality of delivery,Not_Specified
bs2akhzr,Sports Events,Closed Lost,2019-01-16,2019-01-19,768.0,HALFYEAR20G,financial control,price
axv1qzzs,Sports Events,Closed Lost,2019-01-16,2019-01-16,150.0,MONTH75SPECIAL,operations,price
7bnpol8m,Sports Events,Closed Lost,2019-01-16,2019-01-16,768.0,Not_Specified,operations,lost to competitor
rvfus4tz,Educational Seminars,Closed Lost,2019-01-16,2019-01-26,768.0,HALFYEAR20G,operations,lost to competitor
ksxhazo2,Corporate Events,Closed Won,2019-01-16,2019-01-16,1350.0,DOUBLESEMESTER50,operations,Not_Specified
7itgcn7n,Educational Seminars,Closed Lost,2019-01-16,2019-01-26,768.0,HALFYEAR20G,operations,no response
kbm303yl,Sports Events,Closed Won,2018-02-04,2018-09-08,240.0,SAVEMONTH50G,operations,Not_Specified
hy1t1mr2,Corporate Events,Closed Won,2018-02-04,2018-02-04,768.0,2SEMESTERS20OFF,operations,Not_Specified
lmyoqk0e,Corporate Events,Closed Won,2018-02-04,2018-02-04,240.0,MONTH50REBATE,financial control,Not_Specified
sqfwokx0,Corporate Events,Closed Lost,2018-09-10,2018-09-11,200.0,Not_Specified,operations,no response
7wdgqm8n,Corporate Events,Closed Won,2018-09-10,2018-09-10,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified
in9et8eb,Corporate Events,Checkbox,2018-09-10,2018-09-10,240.0,MONTH50REBATE,operations,Not_Specified
l5akjvkd,Sports Events,Closed Lost,2018-09-10,2018-11-13,200.0,Not_Specified,operations,lost to competitor
2536v8ke,Sports Events,Closed Won,2018-09-10,2018-09-19,240.0,DISCOUNT50POWER,operations,Not_Specified
9udi2e83,Corporate Events,Closed Lost,2018-09-24,2018-09-25,200.0,Not_Specified,operations,no response
edrj8as4,Corporate Events,Closed Won,2018-09-24,2018-09-25,150.0,QUARTERLY75OFF,operations,Not_Specified
qlrbuq75,Corporate Events,Closed Won,2018-09-24,2018-01-05,240.0,DISCOUNT50POWER,operations,Not_Specified
s5rju1u7,Corporate Events,Closed Lost,2018-09-25,2019-01-09,240.0,DISCOUNT50POWER,operations,not target
mkhqtkg9,Corporate Events,Closed Won,2018-09-25,2018-09-25,960.0,ANNUAL60DEAL,financial control,Not_Specified
p2hffe38,Corporate Events,Closed Lost,2018-09-25,2018-10-24,768.0,2SEMESTERS20OFF,quality of delivery,no response
nisgrftp,Corporate Events,Closed Won,2018-09-25,2018-09-25,1500.0,FIFTYANNUALOFF,quality of delivery,Not_Specified
pl5esi3y,Sports Events,Closed Lost,2018-09-25,2018-09-25,1008.0,RENEWYEAR30,operations,no response
xivwgyhc,Corporate Events,Closed Lost,2018-10-08,2018-10-15,240.0,MONTH50REBATE,quality of delivery,not target
iz3yd22d,Corporate Events,Negotiation,2018-10-08,2018-10-23,940.0,ANNUAL60DEAL,financial control,Not_Specified
59t5xati,Corporate Events,Closed Won,2018-10-08,2018-10-08,768.0,2SEMESTERS20OFF,operations,Not_Specified
gpi3jt6a,Corporate Events,Closed Won,2018-10-08,2018-10-08,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
kbkc3t5l,Sports Events,Checkbox,2018-10-08,2018-10-08,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified
r67wgmfb,Sports Events,Closed Won,2018-10-08,2018-10-09,324.0,SLASH10,financial control,Not_Specified
k6d5wfrj,Corporate Events,Closed Lost,2018-10-20,2018-12-25,324.0,Not_Specified,operations,no response
wwm0k8go,Corporate Events,Closed Won,2018-10-20,2018-02-06,360.0,MONTHSAVE25DEAL,operations,Not_Specified
pl1od5o6,Educational Seminars,Closed Lost,2018-10-21,2018-03-06,768.0,HALFYEAR20G,financial control,lost to competitor
ict1sx4o,Corporate Events,Closed Won,2018-10-21,2018-10-21,240.0,DISCOUNT50POWER,operations,Not_Specified
387283th,Sports Events,Closed Won,2018-10-21,2018-10-21,240.0,SAVEMONTH50G,operations,Not_Specified
qlambbtw,Corporate Events,Closed Won,2018-10-21,2018-12-08,450.0,TRIALFREE,financial control,Not_Specified
ssjholxd,Educational Seminars,Closed Lost,2018-10-21,2018-11-24,200.0,Not_Specified,operations,not target
c22jgae0,Corporate Events,Closed Won,2018-04-06,2018-04-06,360.0,SAVE25LESS,operations,Not_Specified
tkc85ljs,Corporate Events,Closed Won,2018-04-06,2018-05-06,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified
n3e2exd1,Corporate Events,Closed Lost,2018-04-06,2018-12-25,1008.0,Not_Specified,financial control,no response
t2c9i5xq,Corporate Events,Closed Won,2018-04-06,2018-05-06,760.0,2SEMESTERS20OFF,quality of delivery,Not_Specified
qztgfo8w,Corporate Events,Closed Won,2018-04-06,2018-04-06,1008.0,RENEW30YEARLY,quality of delivery,Not_Specified
kje13ew7,Corporate Events,Closed Won,2018-04-06,2018-11-06,760.0,2SEMESTERS20OFF,financial control,Not_Specified
0k1w51h3,Corporate Events,Closed Lost,2018-11-10,2018-11-10,200.0,Not_Specified,financial control,no response
x0w2fbwk,Corporate Events,Closed Won,2018-11-10,2018-11-10,1344.0,YEARLY30PROMO,operations,Not_Specified
15p05xgl,Sports Events,Closed Lost,2018-11-10,2018-12-25,768.0,Not_Specified,operations,no response
pel6lgvy,Corporate Events,Closed Lost,2018-11-11,2018-11-11,324.0,Not_Specified,operations,lost to competitor
i76yiicy,Corporate Events,Closed Won,2018-11-11,2018-11-12,240.0,DISCOUNT50POWER,operations,Not_Specified
1f16zkgo,Educational Seminars,Closed Lost,2018-11-20,2018-12-25,1344.0,Not_Specified,financial control,no response
p67ouxbi,Sports Events,Closed Lost,2018-11-20,2018-11-21,360.0,MONTHSAVE25DEAL,operations,lost to competitor
cw2nrn5z,Corporate Events,Closed Won,2018-11-20,2018-11-20,1344.0,YEARLY30PROMO,operations,Not_Specified
hwegir4z,Corporate Events,Closed Won,2018-11-21,2018-11-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
zofx4vu6,Corporate Events,Closed Lost,2018-11-21,2018-11-25,768.0,Not_Specified,operations,not target
4ityuvsd,Corporate Events,Closed Won,2018-11-21,2018-11-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
spuhastm,Sports Events,Closed Won,2018-11-21,2018-11-21,960.0,YEARLY60,operations,Not_Specified
jqkrk8qk,Corporate Events,Closed Lost,2018-11-21,2018-11-24,200.0,Not_Specified,operations,lost to competitor
bx63eynm,Corporate Events,Closed Lost,2018-11-21,2018-12-17,200.0,Not_Specified,operations,no budget
i9gmzta5,Sports Events,Closed Won,2018-09-07,2018-10-07,150.0,MONTH75SPECIAL,quality of delivery,Not_Specified
a9up4atd,Corporate Events,Closed Lost,2018-09-07,2019-01-08,300.0,Not_Specified,operations,no response
bpb3uuyc,Corporate Events,Closed Lost,2018-09-07,2018-12-26,768.0,Not_Specified,operations,no response
iixtafdl,Not_Specified,Closed Lost,2018-09-07,2019-01-26,200.0,SAVING75QUARTER,financial control,no product fit
d9j0mu4v,Educational Seminars,Closed Won,2018-10-07,2018-10-07,240.0,SAVEMONTH50G,financial control,Not_Specified
7j1lpinh,Corporate Events,Closed Won,2018-12-17,2018-12-17,360.0,SAVE25LESS,financial control,Not_Specified
veag8o3l,Corporate Events,Closed Won,2018-12-17,2018-12-17,324.0,10OFFREDUCED,operations,Not_Specified
st96is00,Corporate Events,Closed Won,2018-12-17,2018-12-17,768.0,2SEMESTERS20OFF,operations,Not_Specified
10sqdkwf,Educational Seminars,Closed Lost,2018-12-17,2019-01-26,1344.0,ANNUAL30BONUS,financial control,no response
t6a8owub,Corporate Events,Closed Won,2018-12-17,2018-12-18,240.0,MONTH50REBATE,operations,Not_Specified
06a6um89,Educational Seminars,Closed Won,2018-12-17,2018-12-22,768.0,HALFYEAR20G,quality of delivery,Not_Specified
0ypvlzbf,Corporate Events,Closed Won,2018-12-17,2018-12-17,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
z7wcjgem,Educational Seminars,Closed Won,2019-03-27,2019-03-27,1344.0,ANNUAL30BONUS,operations,Not_Specified
8ted40dj,Sports Events,Closed Won,2019-04-26,2019-04-26,240.0,SAVEMONTH50G,operations,Not_Specified
yp2dq5gm,Sports Events,Closed Won,2019-04-26,2019-06-26,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified
525m3vbw,Corporate Events,Closed Won,2019-04-26,2019-04-26,768.0,2SEMESTERS20OFF,operations,Not_Specified
lcy7lr4t,Educational Seminars,Closed Won,2019-04-26,2019-04-26,600.0,PROMOCODE,financial control,Not_Specified
fennseuq,Corporate Events,Closed Won,2019-04-26,2019-01-26,150.0,ECONOMY75DISCOUNT,operations,Not_Specified
qld5ntfi,Corporate Events,Closed Lost,2019-04-26,2019-01-14,324.0,Not_Specified,operations,no product fit
actfdaol,Sports Events,Closed Lost,2019-04-26,2019-06-26,300.0,Not_Specified,operations,no response
3k9bvndb,Corporate Events,Closed Won,2019-01-16,2019-01-16,240.0,MONTH50REBATE,operations,Not_Specified
az5iewgu,Corporate Events,Closed Lost,2019-01-16,2019-01-23,360.0,SAVE25LESS,operations,no product fit
rj3smdzq,Sports Events,Closed Lost,2019-01-16,2019-01-26,300.0,Not_Specified,operations,no response
4i46futo,Sports Events,Closed Won,2019-01-16,2019-01-16,1344.0,ANNUAL30BONUS,operations,Not_Specified
8c247hul,Corporate Events,Closed Won,2019-01-16,2019-01-16,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
f8xhvqd0,Corporate Events,Closed Won,2019-01-16,2019-01-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
jouz7d7a,Corporate Events,Closed Lost,2018-12-28,2019-02-23,360.0,POWER75CUT,financial control,lost to competitor
g06m67ad,Educational Seminars,Closed Won,2018-12-28,2018-12-28,360.0,DISCOUNT25QUICK,operations,Not_Specified
8x5k2xts,Corporate Events,Demo 1,2019-02-09,2019-04-25,Not_Specified,Not_Specified,financial control,Not_Specified
5y2z0vhz,Sports Events,Closed Won,2019-02-09,2019-02-09,1344.0,ANNUAL30BONUS,operations,Not_Specified
eckix7wm,Corporate Events,Closed Won,2019-02-09,2019-03-18,300.0,SAVEMONTH50SPECIAL,operations,Not_Specified
m7s0uyn3,Corporate Events,Closed Won,2019-02-09,2019-02-09,768.0,2SEMESTERS20OFF,operations,Not_Specified
a1rbwcz5,Corporate Events,Closed Lost,2019-02-09,2019-02-11,1344.0,YEARLY30PROMO,quality of delivery,lost to competitor
hy8t7cc9,Educational Seminars,Closed Won,2019-02-09,2019-03-31,360.0,DISCOUNT25QUICK,quality of delivery,Not_Specified
dl8vew88,Corporate Events,Closed Won,2019-02-09,2019-02-09,360.0,MONTHSAVE25DEAL,operations,Not_Specified
3bt73qox,Educational Seminars,Closed Won,2019-02-09,2019-02-09,240.0,SAVEMONTH50G,quality of delivery,Not_Specified
1h42x6jm,Corporate Events,Closed Won,2018-12-29,2018-12-29,600.0,Not_Specified,operations,Not_Specified
srx7lgd7,Corporate Events,Closed Lost,2018-12-29,2019-01-29,768.0,2SEMESTERS20OFF,operations,not target
3qcn45og,Corporate Events,Closed Lost,2018-07-24,2018-07-26,360.0,GLOW20SEMESTER,quality of delivery,no response
zjlp9b5j,Corporate Events,Closed Won,2018-07-24,2018-07-24,960.0,ANNUAL60DEAL,operations,Not_Specified
qqdllbnf,Corporate Events,Closed Won,2018-07-24,2018-07-24,150.0,ECONOMY75DISCOUNT,operations,Not_Specified
p4voeifi,Corporate Events,Closed Won,2018-07-24,2018-07-25,150.0,QUARTERLY75OFF,operations,Not_Specified
temaa3tj,Corporate Events,Closed Lost,2018-07-24,2018-09-03,360.0,SAVE25LESS,financial control,lost to competitor
5zumx85d,Corporate Events,Closed Lost,2018-07-24,2018-07-25,150.0,Not_Specified,operations,lost to competitor
0ij22rz8,Corporate Events,Closed Won,2018-07-24,2018-07-25,240.0,DISCOUNT50POWER,Not_Specified,Not_Specified
wln8cxlh,Corporate Events,Closed Won,2018-07-24,2018-07-24,240.0,DISCOUNT50POWER,operations,Not_Specified
xm8j7ocn,Corporate Events,Closed Won,2018-07-24,2018-07-25,32396.0,10OFFREDUCED,operations,Not_Specified
x9da1kin,Educational Seminars,Closed Lost,2018-07-24,2018-07-24,200.0,Not_Specified,operations,no budget
h4qryeyk,Corporate Events,Closed Won,2018-07-25,2018-07-25,960.0,ANNUAL60DEAL,quality of delivery,Not_Specified
zivdy57d,Educational Seminars,Closed Lost,2018-03-04,2018-11-11,768.0,HALFYEAR20G,operations,not target
cigj2w1v,Corporate Events,Closed Lost,2018-03-04,2018-03-04,150.0,Not_Specified,operations,no product fit
j3pknkt8,Corporate Events,Closed Lost,2018-03-04,2018-09-08,324.0,10OFFREDUCED,financial control,not target
5oe3jpec,Educational Seminars,Closed Lost,2018-03-04,2018-12-26,324.0,Not_Specified,operations,no response
vlv4tmlu,Corporate Events,Closed Won,2018-03-04,2018-09-12,450.0,TRIALFREE,operations,Not_Specified
jxdgoa0y,Sports Events,Closed Won,2018-03-04,2018-03-04,768.0,HALFYEAR20G,operations,Not_Specified
sszi1yth,Corporate Events,Closed Won,2018-09-10,2018-09-10,360.0,MONTHSAVE25DEAL,operations,Not_Specified
y9fn5jwf,Corporate Events,Closed Lost,2018-09-10,2018-11-19,14876.0,MONTH75SPECIAL,operations,not target
ypf5ndh7,Corporate Events,Closed Won,2018-09-10,2018-09-10,324.0,10OFFREDUCED,operations,Not_Specified
95pgsk6u,Corporate Events,Closed Won,2018-09-10,2018-09-10,360.0,MONTHSAVE25DEAL,operations,Not_Specified
iv6pvobb,Corporate Events,Closed Lost,2018-09-10,2018-09-24,600.0,Not_Specified,quality of delivery,no response
g6d13xa1,Corporate Events,Closed Won,2018-09-10,2018-09-10,768.0,2SEMESTERS20OFF,operations,Not_Specified
m4qct192,Educational Seminars,Closed Lost,2018-09-11,2019-09-26,240.0,ECONOMY50GIFT,financial control,lost to competitor
nacmme10,Educational Seminars,Closed Lost,2018-09-11,2018-09-12,240.0,ECONOMY50GIFT,financial control,no budget
whf7mrq2,Sports Events,Closed Lost,2018-09-11,2018-09-12,200.0,DISCOUNT25QUICK,operations,price
cgc39a3v,Sports Events,Closed Won,2018-09-25,2018-09-25,150.0,MONTH75SPECIAL,financial control,not target
aqq1n39g,Corporate Events,Closed Won,2018-09-25,2018-09-25,1344.0,YEARLY30PROMO,quality of delivery,Not_Specified
1lwrfjjg,Educational Seminars,Closed Won,2018-01-05,2018-06-05,240.0,ECONOMY50GIFT,operations,Not_Specified
a4eydz1k,Corporate Events,Closed Lost,2018-10-08,2018-11-06,360.0,SAVE25LESS,quality of delivery,not target
8wt553ny,Corporate Events,Closed Won,2018-10-08,2018-10-08,360.0,MONTHSAVE25DEAL,operations,Not_Specified
9abbviur,Corporate Events,Closed Won,2018-10-08,2018-10-08,240.0,MONTH50REBATE,quality of delivery,Not_Specified
6md3o1m1,Corporate Events,Closed Won,2018-10-08,2018-10-08,324.0,10OFFREDUCED,quality of delivery,Not_Specified
u097lsv2,Corporate Events,Closed Won,2018-10-08,2018-10-10,240.0,DISCOUNT50POWER,operations,Not_Specified
2dn0fab8,Corporate Events,Closed Lost,2018-10-08,2018-10-08,200.0,Not_Specified,Not_Specified,no product fit
6rrnvx29,Educational Seminars,Closed Lost,2018-10-08,2018-10-16,150.0,CHALLENGE25,operations,price
h9atflki,Corporate Events,Closed Won,2018-10-21,2018-10-21,240.0,MONTH50REBATE,financial control,Not_Specified
g9vh41wt,Sports Events,Closed Won,2018-10-21,2018-10-21,240.0,MONTH50REBATE,operations,Not_Specified
unf68jj1,Corporate Events,Closed Won,2018-10-21,2018-10-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
sz9s5tv1,Corporate Events,Closed Won,2018-10-21,2018-02-06,300.0,SAVEMONTH50SPECIAL,quality of delivery,Not_Specified
5faa4dlw,Educational Seminars,Closed Won,2018-10-21,2018-10-21,576.0,HALFSEASON20G,quality of delivery,Not_Specified
vtx1azw1,Corporate Events,Closed Won,2018-10-21,2018-10-21,1344.0,YEARLY30PROMO,operations,Not_Specified
lmtb0cpk,Corporate Events,Closed Won,2018-04-06,2019-02-24,240.0,DISCOUNT50POWER,financial control,Not_Specified
p30p35hk,Corporate Events,Closed Lost,2018-05-06,2018-11-24,240.0,Not_Specified,operations,no response
gnxeytf3,Corporate Events,Closed Lost,2018-05-06,2018-08-06,240.0,DISCOUNT50POWER,operations,lost to competitor
qdtyg21v,Sports Events,Closed Won,2018-05-06,2018-12-06,150.0,ECONOMY75DISCOUNT,operations,Not_Specified
9rd081i1,Corporate Events,Closed Won,2018-05-06,2018-05-06,360.0,SAVE25LESS,operations,Not_Specified
k3pc5brm,Corporate Events,Closed Won,2018-05-06,2018-05-06,150.0,ECONOMY75DISCOUNT,operations,Not_Specified
yrqbjyyq,Corporate Events,Closed Won,2018-05-06,2018-05-06,768.0,2SEMESTERS20OFF,financial control,Not_Specified
3prkhoss,Corporate Events,Closed Lost,2018-11-11,2018-11-13,768.0,2SEMESTERS20OFF,operations,lost to competitor
bq33ntu0,Corporate Events,Closed Won,2018-11-11,2018-11-14,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified
4m6zavsg,Sports Events,Closed Won,2018-11-11,2018-11-11,450.0,PROMOCODE,operations,Not_Specified
531eigit,Corporate Events,Closed Lost,2018-11-11,2018-12-25,240.0,Not_Specified,financial control,no response
2p5slxly,Educational Seminars,Closed Won,2018-11-11,2018-11-11,360.0,25GIFT,financial control,Not_Specified
wb86q0af,Educational Seminars,Closed Lost,2018-11-21,2018-11-21,150.0,CUTBACK75SPECIAL,financial control,no budget
hwp6b25f,Corporate Events,Closed Won,2018-11-21,2018-12-12,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified
xilsb2q5,Corporate Events,Closed Won,2018-11-21,2018-11-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
oobv9p2r,Educational Seminars,Closed Won,2018-10-07,2018-12-08,240.0,SAVEMONTH50G,quality of delivery,Not_Specified
rwi79km9,Corporate Events,Closed Won,2018-10-07,2018-12-15,360.0,SAVE25LESS,operations,Not_Specified
kp47masr,Corporate Events,Closed Lost,2018-10-07,2018-12-18,300.0,Not_Specified,operations,price
nlox3m1e,Sports Events,Closed Won,2018-10-07,2018-12-26,960.0,Not_Specified,operations,Not_Specified
zicayiv6,Corporate Events,Closed Won,2018-10-07,2018-10-07,450.0,FIFTYSAVINGS,operations,Not_Specified
ejwjd1ic,Corporate Events,Closed Lost,2018-10-07,2018-12-08,360.0,SAVE25LESS,operations,no budget
qutw4wau,Corporate Events,Closed Won,2018-12-17,2018-12-17,150.0,QUARTERLY75OFF,Not_Specified,Not_Specified
hevw39yh,Educational Seminars,Closed Lost,2018-12-17,2019-01-26,200.0,HALFYEAR20G,Not_Specified,no response
b6nhfwja,Sports Events,Closed Won,2018-12-17,2018-12-19,150.0,MONTH75SPECIAL,financial control,Not_Specified
w9e5vgj4,Sports Events,Closed Won,2018-12-17,2018-12-17,240.0,SAVEMONTH50G,financial control,Not_Specified
2xft81l1,Educational Seminars,Closed Won,2018-08-01,2018-05-08,768.0,HALFYEAR20G,financial control,Not_Specified
vo3k8t1a,Corporate Events,Closed Lost,2018-12-18,2018-12-18,300.0,Not_Specified,operations,no response
ok89ei19,Corporate Events,Closed Won,2018-12-18,2018-12-18,768.0,2SEMESTERS20OFF,financial control,Not_Specified
il1jcvf4,Corporate Events,Closed Won,2018-12-18,2018-12-18,960.0,ANNUAL60DEAL,operations,Not_Specified
u5d22k1z,Corporate Events,Closed Won,2019-04-26,2019-04-26,324.0,10OFFREDUCED,operations,Not_Specified
2jppt4a4,Educational Seminars,Closed Won,2019-04-26,2019-04-26,768.0,HALFYEAR20G,financial control,Not_Specified
znw6fzko,Corporate Events,Closed Lost,2019-04-26,2019-01-09,200.0,Not_Specified,operations,no response
ckkjlpk4,Corporate Events,Closed Won,2019-04-26,2019-04-26,360.0,SAVE25LESS,financial control,Not_Specified
buqhj6l3,Educational Seminars,Closed Won,2019-04-26,2019-04-26,1500.0,DEAL60YEAR,financial control,Not_Specified
7chdh2i8,Corporate Events,Closed Won,2018-12-28,2018-12-28,768.0,2SEMESTERS20OFF,operations,Not_Specified
g3umcyh0,Corporate Events,Closed Won,2019-01-28,2019-02-10,768.0,2SEMESTERS20OFF,operations,Not_Specified
