,Id,Status_x,Acquisition Campaign_0,Acquisition Campaign_1,Acquisition Campaign_2,Acquisition Campaign_3,Acquisition Campaign_4,Acquisition Campaign_5,Converted,City_0,City_1,City_2,City_3,City_4,Use Case_Concerts and festivals_x,Use Case_Corporate Events_x,Use Case_Educational Seminars_x,Use Case_Not_Specified_x,Use Case_Sports Events_x,Use Case_Wedding Planning_x,Source_Inbound,Source_Not_Specified,Source_Outbound,month,day,Status_y,Price,Days,Discount,Use Case_Concerts and festivals_y,Use Case_Corporate Events_y,Use Case_Educational Seminars_y,Use Case_Not_Specified_y,Use Case_Sports Events_y,Use Case_Wedding Planning_y,Pain_Not_Specified,Pain_financial control,Pain_operations,Pain_quality of delivery,Pain_time saving
1371,don1a146,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,1,23,Closed Won,768,181,True,False,False,True,False,False,False,False,False,True,False,False
1372,046o4cth,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,17,Closed Lost,360,27,False,False,True,False,False,False,False,False,False,True,False,False
1373,5ct6gvra,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,17,Closed Won,240,1,True,False,True,False,False,False,False,False,False,True,False,False
1374,dufl225f,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,23,Closed Lost,768,3,True,False,True,False,False,False,False,True,False,False,False,False
1375,mnv9cmnl,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,23,Closed Won,300,0,True,False,False,False,False,True,False,False,False,True,False,False
1376,cgdokoa5,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,False,False,False,True,False,False,False,True,8,18,Closed Won,360,212,True,False,False,False,False,True,False,False,False,True,False,False
1377,ppj6i9to,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,True,False,False,False,False,False,False,True,4,18,Closed Won,960,193,True,False,True,False,False,False,False,False,False,True,False,False
1378,1saj4kz4,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,4,19,Closed Won,1344,0,True,False,False,True,False,False,False,False,True,False,False,False
1379,v01wqucf,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,23,Closed Won,240,0,True,False,False,False,False,True,False,False,False,True,False,False
1380,xowhrmgj,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,18,Closed Lost,360,97,False,False,True,False,False,False,False,False,False,True,False,False
1381,kqvlbs5o,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,1,23,Closed Lost,576,-29,False,False,True,False,False,False,False,False,False,True,False,False
1383,crixodyy,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,18,Closed Lost,324,7,False,False,True,False,False,False,False,False,False,True,False,False
1384,p8squ1b7,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,23,Closed Won,960,0,True,False,True,False,False,False,False,True,False,False,False,False
1385,x1ptyisd,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,False,False,True,4,19,Closed Lost,120,3,False,False,False,False,False,True,False,False,True,False,False,False
1387,m2bbuku8,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,18,Closed Lost,768,-197,True,False,True,False,False,False,False,False,False,True,False,False
1388,8n2jkar6,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,23,Closed Won,960,3,True,False,True,False,False,False,False,False,False,True,False,False
1389,95cso65f,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,18,Closed Lost,960,45,False,False,True,False,False,False,False,False,False,True,False,False
1390,mhbynj3x,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,1,23,Closed Lost,768,31,True,False,False,False,False,True,False,False,False,True,False,False
1391,xaqzt50f,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,23,Closed Lost,768,273,True,False,True,False,False,False,False,False,False,True,False,False
1392,clke6xx6,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,4,20,Closed Lost,120,2,False,False,True,False,False,False,False,False,False,True,False,False
1393,ji8kh9lq,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,19,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1394,gwcj3n20,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,False,False,False,True,False,False,False,True,4,20,Closed Lost,120,0,False,False,False,False,False,True,False,True,False,False,False,False
1396,hl4ijvxc,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,20,Closed Lost,120,153,False,False,True,False,False,False,False,False,False,True,False,False
1397,fx8f3hcy,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,19,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
1398,jouz7d7a,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,1,23,Closed Lost,360,57,True,False,True,False,False,False,False,False,True,False,False,False
1399,9qpe6pbf,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,4,20,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
1400,tbaobcjr,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,8,19,Closed Lost,240,264,False,False,True,False,False,False,False,False,False,True,False,False
1402,jq2cbs51,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,19,Closed Won,768,0,True,False,True,False,False,False,False,True,False,False,False,False
1403,eh666gdx,Qualified,0,0,1,0,1,1,True,0,0,1,1,0,False,False,True,False,False,False,True,False,False,4,20,Closed Won,1008,122,True,False,False,True,False,False,False,False,False,True,False,False
1404,l1wcnigu,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,1,24,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
1405,jseobxmk,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,4,20,Closed Won,768,0,True,False,True,False,False,False,False,False,False,False,True,False
1406,04rxjm1q,Qualified,0,0,0,0,0,1,True,0,1,0,1,1,False,True,False,False,False,False,True,False,False,8,20,Closed Won,360,0,True,False,True,False,False,False,False,False,False,False,True,False
1407,cxzkb6ou,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,20,Closed Lost,240,27,True,False,True,False,False,False,False,False,False,True,False,False
1408,edc0sx7z,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,4,20,Closed Won,360,30,True,False,True,False,False,False,False,False,False,True,False,False
1409,4m6zavsg,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,8,20,Closed Won,600,0,True,False,False,False,False,True,False,True,False,False,False,False
1410,7tmcl858,Qualified,0,0,0,0,0,1,True,0,1,1,1,1,False,True,False,False,False,False,True,False,False,1,24,Closed Lost,200,-155,False,False,True,False,False,False,False,False,False,True,False,False
1411,j3lat7p0,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,8,20,Closed Lost,360,71,True,False,True,False,False,False,False,False,True,False,False,False
1412,u5ns3pcw,Qualified,0,0,0,0,0,1,True,0,1,0,1,1,False,True,False,False,False,False,False,False,True,8,20,Closed Won,240,9,True,False,True,False,False,False,False,True,False,False,False,False
1413,2ijiflaq,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,False,False,False,True,False,True,False,False,4,20,Closed Won,960,0,True,False,False,False,False,True,False,False,False,False,True,False
1414,kffj94ea,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,8,20,Closed Won,150,0,True,False,True,False,False,False,False,False,False,True,False,False
1415,l0ptydmb,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,4,20,Closed Lost,500,8,False,False,False,True,False,False,False,False,True,False,False,False
1416,124olwdt,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,False,True,False,False,False,False,False,True,4,20,Closed Lost,0,-52,False,False,False,True,False,False,False,False,False,True,False,False
1417,ecksy1rf,Qualified,0,0,0,0,0,1,True,0,0,0,1,0,False,False,True,False,False,False,True,False,False,8,20,Closed Lost,324,16,False,False,False,True,False,False,False,False,True,False,False,False
1418,kt4l3ueu,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,4,21,Closed Won,768,0,True,False,True,False,False,False,False,False,True,False,False,False
1419,effwrtrq,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,8,21,Closed Lost,200,92,True,False,True,False,False,False,False,False,False,True,False,False
1420,d4p48rcw,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,21,Closed Lost,360,3,False,False,True,False,False,False,False,False,False,True,False,False
1421,mkny3l9x,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,4,21,Closed Won,768,0,True,False,False,True,False,False,False,False,False,True,False,False
1422,ocf0qmyl,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,1,25,Closed Won,240,59,True,False,True,False,False,False,False,False,False,True,False,False
1424,bvho4h5k,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,1,25,Closed Lost,240,47,False,False,False,True,False,False,False,False,True,False,False,False
1425,i5dffr21,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,4,21,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
1426,r9xfkjv7,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,8,22,Closed Won,300,0,True,False,False,True,False,False,False,False,False,True,False,False
1427,hthxs07e,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,22,Closed Lost,240,3,False,False,True,False,False,False,False,False,False,True,False,False
1428,qvca0ejw,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,21,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
1429,o43w705x,Qualified,0,0,0,0,0,1,True,1,0,0,1,1,False,False,True,False,False,False,True,False,False,4,21,Closed Won,576,1,True,False,False,True,False,False,False,False,False,True,False,False
1430,zifgdokl,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,8,22,Closed Won,360,31,True,False,True,False,False,False,False,False,True,False,False,False
1432,vpta6v8x,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,21,Closed Won,960,0,True,False,True,False,False,False,False,False,False,True,False,False
1434,ofektjwg,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,1,26,Closed Won,150,59,True,False,True,False,False,False,False,False,False,True,False,False
1435,ns2m8uac,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,23,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1436,izbks6y8,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,24,Closed Lost,450,22,False,False,True,False,False,False,False,False,False,True,False,False
1437,0ql5ls9x,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,True,False,False,False,False,False,False,True,8,24,Closed Won,960,0,True,False,True,False,False,False,False,False,False,True,False,False
1438,bgh9yqpk,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,4,22,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1439,cx5pgcxv,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,8,24,Closed Lost,324,23,False,False,False,False,False,True,False,False,False,True,False,False
1440,9bryjwof,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,22,Closed Lost,200,3,False,False,True,False,False,False,False,False,False,True,False,False
1441,da5c91x8,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,22,Closed Won,360,0,True,False,True,False,False,False,False,True,False,False,False,False
1442,eycnhg4m,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,8,24,Closed Won,360,223,False,False,False,True,False,False,False,False,False,True,False,False
1443,kr1la4cg,Qualified,0,0,0,0,0,1,True,0,1,1,1,1,False,False,True,False,False,False,True,False,False,4,22,Closed Lost,360,1,False,False,False,True,False,False,False,False,False,True,False,False
1444,b065vdw8,Qualified,0,0,0,0,0,1,True,0,0,0,1,0,False,True,False,False,False,False,False,False,True,4,22,Closed Won,1008,0,True,False,True,False,False,False,False,True,False,False,False,False
1445,3tvs667s,Qualified,0,0,0,0,0,1,True,1,0,0,1,0,False,True,False,False,False,False,True,False,False,8,24,Closed Lost,300,-250,True,False,True,False,False,False,False,False,False,True,False,False
1446,6h1rtwqm,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,1,26,Closed Lost,240,22,True,False,True,False,False,False,False,False,False,True,False,False
1447,u8jy6sxh,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,25,Closed Won,450,1,True,False,True,False,False,False,False,False,False,False,True,False
1448,ddy3pmvu,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,8,25,Closed Lost,450,0,False,False,False,False,False,True,False,False,False,False,True,False
1449,peu11fm3,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,8,25,Closed Won,360,0,True,False,True,False,False,False,False,False,True,False,False,False
1450,sr1b3ct0,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,26,Closed Lost,240,28,True,False,True,False,False,False,False,False,False,True,False,False
1451,10sqdkwf,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,8,25,Closed Lost,1344,40,True,False,False,True,False,False,False,False,True,False,False,False
1452,vd238hw0,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,25,Closed Lost,240,0,False,False,True,False,False,False,False,False,False,True,False,False
1453,cxfvkpbn,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,25,Closed Won,1008,10,True,False,True,False,False,False,False,True,False,False,False,False
1454,90spmff1,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,False,True,False,False,False,True,False,False,8,25,Closed Won,240,0,True,False,False,True,False,False,False,False,True,False,False,False
1455,v0glcvqc,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,8,25,Closed Lost,240,30,False,False,False,True,False,False,False,False,True,False,False,False
1456,q5czia4u,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,25,Closed Won,1344,0,True,False,False,True,False,False,False,False,False,True,False,False
1457,twrigal9,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,26,Closed Won,240,4,True,False,False,False,False,True,False,False,False,True,False,False
1458,xu4r1ehp,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,False,True,False,False,False,True,False,False,1,26,Closed Lost,200,0,False,False,False,True,False,False,False,True,False,False,False,False
1459,6a4bc0tq,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,22,Closed Lost,768,61,False,False,True,False,False,False,False,False,False,True,False,False
1460,0uik09ir,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,8,25,Closed Lost,200,7,False,False,True,False,False,False,False,False,False,True,False,False
1461,9ndlumvq,Qualified,0,0,0,0,0,1,True,1,0,0,1,0,False,True,False,False,False,False,True,False,False,8,25,Closed Lost,240,264,True,False,True,False,False,False,False,False,True,False,False,False
1462,xbu69c32,Qualified,0,0,1,0,1,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,4,23,Closed Won,150,0,True,False,False,False,False,True,False,True,False,False,False,False
1463,zwvsb8gc,Qualified,0,0,1,0,1,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,4,23,Closed Won,240,-145,True,False,True,False,False,False,False,False,False,True,False,False
1464,j9mzlnpu,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,4,23,Closed Won,240,0,True,False,False,False,False,True,False,False,False,True,False,False
1465,21q1ere9,Qualified,0,0,0,0,0,1,True,0,0,0,1,0,False,True,False,False,False,False,True,False,False,1,26,Closed Lost,768,123,True,False,True,False,False,False,False,False,True,False,False,False
1467,k686iwe3,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,4,23,Closed Won,240,0,True,False,True,False,False,False,False,False,True,False,False,False
1468,fjtpolv6,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,12,28,Closed Lost,360,12,False,False,False,False,False,True,False,False,False,True,False,False
1469,uf7qvjbz,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,23,Closed Won,150,0,True,False,True,False,False,False,False,True,False,False,False,False
1470,32bm0fhd,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,False,True,False,False,False,True,False,False,8,26,Closed Won,360,0,True,False,False,True,False,False,False,False,False,True,False,False
1471,6y7gfv9m,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,26,Closed Won,360,249,True,False,True,False,False,False,False,False,False,True,False,False
1472,uaj6o96y,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,26,Closed Lost,768,305,True,False,True,False,False,False,False,False,False,True,False,False
1473,qygr2fuq,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,4,23,Closed Won,240,0,True,False,True,False,False,False,False,True,False,False,False,False
1474,3t63okbu,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,26,Closed Lost,200,113,False,False,True,False,False,False,False,False,False,True,False,False
1475,u10s7u9d,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,12,28,Closed Lost,768,181,True,False,True,False,False,False,False,False,False,True,False,False
1476,jjt7yxwd,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,4,23,Closed Lost,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1477,zk76aapw,Qualified,0,0,0,0,0,1,True,1,0,0,1,1,False,True,False,False,False,False,True,False,False,4,23,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1478,h6ydjhy5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,4,23,Closed Lost,360,0,False,False,True,False,False,False,False,False,False,True,False,False
1479,mvrknp89,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,26,Closed Lost,200,0,False,False,True,False,False,False,False,True,False,False,False,False
1480,wrw65uw5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,4,23,Closed Won,960,0,True,False,False,True,False,False,False,False,False,True,False,False
1482,jk8lfkzp,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,False,False,True,4,23,Closed Lost,768,212,False,False,True,False,False,False,False,False,False,True,False,False
1483,0s7etuba,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,12,28,Closed Won,450,181,True,False,True,False,False,False,False,False,False,True,False,False
1484,a0k5iboh,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,False,False,False,True,False,True,False,False,8,26,Closed Won,960,0,True,False,False,False,False,True,False,False,False,True,False,False
1485,gxdgsiqe,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,False,False,False,True,False,True,False,False,12,28,Closed Lost,1344,-46,True,False,False,False,False,True,False,False,False,True,False,False
1486,l4jd1hkn,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,12,28,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
1487,5oe3jpec,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,False,True,False,False,False,True,False,False,1,4,Closed Lost,324,297,False,False,False,True,False,False,False,False,False,True,False,False
1488,nl1ja69r,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,4,Closed Won,768,212,True,False,True,False,False,False,False,False,False,True,False,False
1489,iodaqzg2,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,4,23,Closed Won,1344,0,True,False,True,False,False,False,False,False,True,False,False,False
1490,mkcgxr7a,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,1,4,Closed Won,768,31,True,False,True,False,False,False,False,False,False,True,False,False
1491,f42swnwo,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,12,28,Closed Lost,240,-227,True,False,False,True,False,False,False,True,False,False,False,False
1492,f563l24v,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,4,23,Closed Lost,360,-15,True,False,True,False,False,False,False,False,False,True,False,False
1493,16l9bb20,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,1,4,Closed Won,1344,0,True,False,True,False,False,False,False,True,False,False,False,False
1494,lnsi9lqf,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,4,23,Closed Lost,360,-201,True,False,True,False,False,False,False,False,False,True,False,False
1495,nw2wi0hz,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,12,28,Closed Lost,768,31,False,False,True,False,False,False,False,False,False,True,False,False
1496,o0fm5jqw,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,True,False,False,1,4,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
1497,hmwwr39e,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,1,4,Closed Won,768,89,True,False,True,False,False,False,False,False,False,True,False,False
1498,oewoe0rz,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,4,Closed Won,360,92,True,False,False,False,False,True,False,False,False,True,False,False
1499,uqbobhqw,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,True,False,False,False,False,True,False,False,1,4,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
1500,hy1t1mr2,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,2,4,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
1501,cigj2w1v,Qualified,0,0,0,0,0,1,True,0,1,0,1,1,False,True,False,False,False,False,False,False,True,2,4,Closed Lost,150,0,False,False,True,False,False,False,False,False,False,True,False,False
1502,mr7ad28k,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,2,4,Closed Won,32396,0,True,False,True,False,False,False,False,False,False,True,False,False
1503,9hlwjzg3,Qualified,0,0,0,0,0,1,True,0,1,1,0,0,False,False,False,False,True,False,True,False,False,4,24,Closed Lost,150,0,False,False,False,False,False,True,False,False,True,False,False,False
1504,gusjehsc,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,False,False,True,False,True,False,False,12,28,Closed Won,768,0,True,False,False,False,False,True,False,False,False,True,False,False
1505,vlv4tmlu,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,False,False,True,2,4,Closed Won,450,192,True,False,True,False,False,False,False,False,False,True,False,False
1506,q1nrp94x,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,28,Closed Lost,360,-186,False,False,True,False,False,False,False,False,False,True,False,False
1507,lig44nkk,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,False,False,True,2,4,Closed Lost,600,51,False,False,True,False,False,False,False,False,True,False,False,False
1508,7h6ag1e7,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,1,28,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
1509,r5l1zfd0,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,False,True,False,False,False,True,False,False,1,28,Closed Won,768,91,True,False,False,True,False,False,False,False,False,True,False,False
1510,jxdgoa0y,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,2,4,Closed Won,768,0,True,False,False,False,False,True,False,False,False,True,False,False
1511,k4bwm2mn,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,1,28,Closed Lost,768,183,True,False,False,False,False,True,False,False,False,True,False,False
1512,nacmme10,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,2,4,Closed Lost,240,1,True,False,False,True,False,False,False,False,True,False,False,False
1513,t3ntfk8e,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,2,4,Closed Won,360,190,True,False,False,True,False,False,False,False,False,False,True,False
1514,lx4kx4nx,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,True,False,False,True,False,False,4,24,Closed Won,300,0,True,False,False,True,False,False,False,True,False,False,False,False
1515,qlfxbi4t,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,1,28,Closed Lost,300,0,True,False,True,False,False,False,False,False,False,True,False,False
1516,j3pknkt8,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,2,4,Closed Lost,324,188,True,False,True,False,False,False,False,False,True,False,False,False
1517,b1iefbx3,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,1,28,Closed Lost,1344,23,False,False,False,True,False,False,False,False,False,False,True,False
1518,4d7iwxcs,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,False,False,False,True,False,True,False,False,1,28,Closed Lost,768,86,False,False,False,False,False,True,False,False,False,True,False,False
1519,wl8ikxy0,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,3,4,Closed Won,576,31,True,False,True,False,False,False,False,False,True,False,False,False
1520,2y2rhv7r,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,True,False,False,False,False,True,False,False,3,4,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
